dataset,query,duplicates
gossipcop,4180982949344211531,16825458760271544958 4180982949344211531 9500912342143167769 15560668950975364324 10918495418547228039 16195068466414117485 16195068466414117485 16825458760271544958 15059054259760295088 7698986985574873725 4156305322317725464 9772483938250368559 16418736865112470713 1736100009619841376 10025550512678197712 3039618314780629507 217830450356373545 8609784162961529378 13980486367961159145 8906568454444965587 9825812997539382828 4916922820481991057 4693698866248529161 17467565467079369122 9690180606143579820 13529531059144238356 13014301184808009881
gossipcop,15927844597493976775,15927844597493976775 2200651152019497610 14766985109320124767 3287679864828037318 3979297108036709410 1757262693157850027 16825458760271544958 16825458760271544958 10129713709433743604 3202711688016343228 17348856269094691437 16825458760271544958 11403397196453153447 17598593441091571819 16825458760271544958 16825458760271544958 16825458760271544958 4693698866248529161 16825458760271544958 16825458760271544958 8482686003480387051 16825458760271544958 851191247619251392 12255148183786927363
gossipcop,3826006950823574301,7473565291856715314 3826006950823574301 8748835926008009840 12163734636745526788 631313647427777558 5153800316366789325 3823755432330084116 16825458760271544958 8600382456716666693 503745603692529532 2322276870912299341 3073079669348279805 16825458760271544958 540410715959213788 11395106729106016735 17706305111619315790 16929876271420374300 15485304964505374040 3844655868217099674 17687949227482808465 17786071371986040721 18132496530848971093 7102490867826563952 7769895792652715309 13280074107193263261 8684372946796317553 16128959862721046864 12849404546468081492
gossipcop,3802212626088672005,16825458760271544958 3872966069795034265 10918495418547228039 15649336936191358672 15707342127154935412 10529301523419432356 17331270568301476356 11474512503947415602 11527429799573614715 11947685261646814209 16825458760271544958 4368417428052855227 3565593525370009779 18381404081312262555 8451261549869396713 4260187589950626092 15878866656342498774 4443378461264919304 4426062611276779416 4747633358481316182 26740407174841685 3154772016877944081 6882868208894953666 5225558684438421669 15580416831786291323 16322832654279213949
gossipcop,2100567667544475674,2100567667544475674 13630132349450385754 15204550210745283281 9460466577690226798 12378439144740890666 12649084602847996535 1224419557507731298 10307567118328537608 13776822972124769566 16825458760271544958 17553088571082117681 11059090612459996187 7856974478531757166 16825458760271544958 11690804258264369426 10015800048044039576 7856974478531757166 9680049854728444270 8752041091207237067 7778103723188347465 3274195876351707365 16825458760271544958 7856974478531757166 612781023074966297 181552084815661072 6777780628409419524 16007701956869942585 16825458760271544958
gossipcop,7972017209106159554,7972017209106159554 4633788094989612018 366011893167405854 13422978021396206695 15560668950975364324 13949856679978695448 17712449089424545487 734445508843147545 17234948035207464880 8494633954508767505 13178669345756965960 5929525706637796513 18134834739216933693 15323094559432532363 2769743093829232783 16825458760271544958 6163148348451362406 5265841569432539439 1434343938657974326 8623372582104664734 1022530378535818900 10979996600865569572 696514717610557600 7821616952033306793 3852204003276637926 16825458760271544958 13875841150812099730
gossipcop,9152539810431657224,13404034611473218952 9152539810431657224 13404571211802245528 12677737500976410336 16825458760271544958 7836380327332539887 795261223313132136 16825458760271544958 26740407174841685 26740407174841685 6264239336124876805 4892665061067069104 16921055281820794171 6486252832107397676 16825458760271544958 12666212472676249265 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16725735677106086054 16825458760271544958 16825458760271544958 864723138726092573 16825458760271544958
gossipcop,16692771360631454175,5394908852138976087 7951782115368454991 15752015580156523786 11272751063258165468 16825458760271544958 10108767397459864299 11642149235019240324 8995837743603925520 12004851533211032563 2894095694765408766 12163863912707023008 16825458760271544958 2857375601570072569 12172167602058994357 30597098022234751 16825458760271544958 16825458760271544958 9038303549129885999 3592231401453958963 12225727604391574823 2449085797056965600 10181692007595832960 7206418786634113736 9667834717117896737 14558660488535500836 17039971176933654259
gossipcop,18335739439585816323,18335739439585816323 3466355448499752601 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 1247877664006839360 6935456022035521360 16825458760271544958 11182857149166849368 2399917329583506449 3877150976272188434 13551691414929613605 16825458760271544958 5115728261033679315 7369880409077501805 9091741011141049268 13278596335794107992 10553124257281548691 925743780416402632 9325638135230377587 16825458760271544958
gossipcop,9538681597173549417,11826511307087531369 9538681597173549417 16825458760271544958 12117556428577152361 11529237439526144361 5188781503083845735 7215418998401391931 813798542623283248 957894626533611568 14695455249505561340 9877215559661553517 11615388028365035882 20364939088874840 16825458760271544958 16825458760271544958 16825458760271544958 6098604870887472708 13840838300250231072 16825458760271544958 8409878174306527468 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 15560668950975364324 9631515681996891757 16825458760271544958
gossipcop,1858006672013824645,1858006672013824645 7821739719387136981 976179794390589427 5224466359133042147 15723625195216625203 17929465952498408607 4918074534739088795 6534596343925872187 6534596343925872187 5781517006606569240 16737181683391304480 4432133783216753593 15560668950975364324 17006103108083502080 3624122316956173087 2744910395900274899 16054121010588914391 16825458760271544958 6429475667511675943 7644821766656044205 18368567020267343163 9694993293386996102 5509802091675064340 16828814249130429061 16825458760271544958 1196931822285639247 6534117021195091098 2386722830190203101
gossipcop,10157826837078340390,2390759538299210542 6819198567516820762 4693698866248529161 15155963291424008355 168838699433772392 13803338696320378810 2982771962527292121 2320448269670529444 9022402707963507540 4758405290156568208 13622186078021146261 1538923098533383773 261226476071581196 6389696891458371835 12166261518820580987 14548472412330601544 14223972890515518711 26740407174841685 14192259111647900244 8609784162961529378 6244076459006717678 13054401364315203799 11916965687201377085 7612058498496801284 10034646971078169026 1604906417919219722 7027000986087558787 6486252832107397676
gossipcop,6200695050567958487,10811976448582123475 16825458760271544958 11887589775331135095 16825458760271544958 16825458760271544958 14991179579016920826 10918495418547228039 518908254247116222 5243964693571458296 17631544461930980991 15061535606954841916 9434639197593193006 8514186477102347061 10740391788471466325 6006132452513129836 16825458760271544958 16825458760271544958 16825458760271544958
gossipcop,13935967695545043606,13935967695545043606 3306218093159438414 11117614843344196348 15235930866115465464 9700067659365884994 11178557514832962918 37536980504603143 797753981573573762 5819615544526055602 9404435231831924873 18391668086575469274 1340424351944115000 12215381024004936671 16193962475937558156 4829058419328243360 15815006537970237859 16825458760271544958 2165134118169907800 16154715612123371082 16825458760271544958 7965756677218676254 5929063734686700021 10600003721313554984 9269770862154840653 10918495418547228039 15796695582101816821 2636186751600340298 3076773545589463604 16825458760271544958
gossipcop,17997555585745388662,17997555585745388662 17335660377410227796 16825458760271544958 17623890513052290644 8400270714048733850 17429426193449610274 15717960117655256765 4693698866248529161 4693698866248529161 16825458760271544958 16825458760271544958 16825458760271544958 9161298451323355405 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 16825458760271544958 9932550218543424260
gossipcop,11765118086477539382,11765118086477539382 15745628922785547495 16825458760271544958 16825458760271544958 9872675443749481348 191031517711390795 7147628405909327357 5670497803544292849 10278053434157985342 5654977563638964265 16825458760271544958 17738084322291838465 13210198441285902300 3717343811022640404 1695234019547359460 5332897203966695749 17347664433514024561 14503575098185223375 12649753809108028242 16420519389295256472 10918495418547228039 16825458760271544958 4335688024717576808 16825458760271544958 15660631763917082237 17793669403767230936 14875457852102716769
gossipcop,18199530117945299525,18199530117945299525 16166763133840442770 11174399154919200273 1667036345056728907 14329700691350794413 5809983970255765144 16223107638946543765 15422703369819741284 977754593062921274 7082053269961989071 3550272945671646296 4417430233328170671 11491271504436332014 13608718172226645187 7356932767655968632 13538290263371300027 16291036968915807317 3455403439311542006 2465723948980002767 7286043923402775679 950395096205319757 16825458760271544958 8322784112090405937 2361439849053253935 10496092071905928274 2373480797126917921
gossipcop,8633309647888591772,8633309647888591772 4001594964299674844 8327017082792340948 8633300576917662652 10900021320818648294 108566750069708107 7342466259654836092 4172373563389056419 7194086018741583872 13043729338103746589 4496955344237506619 8633300576917662652 4001594964299674844 16825458760271544958 16825458760271544958 16825458760271544958 13208867954117293824 8151543767507273836 1267070870246749093 3238097153185284288 6352156018457686624 12350487053586732429 6675791891639325221 10558098476808627647 17273423432714508041 16825458760271544958 1974007240859744111
